install_date,player_id,country,device_brand,is_organic,var_01,var_02,var_03,var_04,var_05,var_06,var_07,var_08,var_09,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,revenue_d30
15/10/22,pl0026174964,South Africa,NA,0,10,NA,NA,NA,NA,NA,NA,NA,213.2222222,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,2,1058,2080,16,0,344,0
26/10/22,pl00fe1aac6c,Tunisia,INFINIX MOBILITY LIMITED,0,10,NA,2,1,NA,NA,NA,19,295.8916667,11,3,NA,7,NA,2,2,NA,NA,NA,1,5,NA,NA,NA,2,1,NA,NA,2,2,13670,22,188,37094,20,NA,NA,NA,NA,NA,NA,59,0
31/10/22,pl00f352688e,India,realme,0,12,10,12,1,NA,NA,NA,36,231.6634146,18,1,NA,70,1,1,2,16,NA,NA,1,19,NA,14,NA,2,24,1,3,2,4,5030,9,32,4970,11,10,4,3062,4720,31,0,6,0
31/10/22,pl006c52cfd1,Germany,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,57.66666667,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,532,4,1,80,3,3,4,532,80,1,0,9,0
30/10/22,pl00a3e1bab0,Saudi Arabia,samsung,1,12,1,3,NA,NA,1,NA,17,350.5409836,12,1,NA,42,NA,1,2,5,NA,NA,NA,7,NA,5,NA,1,1,NA,1,2,5,10272,6,245,17193,18,17,3,7944,15433,226,0,1396,0
02/10/22,pl00909985df,India,Xiaomi,1,10,8,4,NA,2,3,NA,8,271.7596154,2,4,NA,153,2,5,8,9,NA,1,NA,24,NA,16,NA,3,1,1,3,4,7,9288,7,99,15544,16,13,1,4490,10616,51,0,8,0
05/10/22,pl00639b661d,Ukraine,realme,1,10,NA,NA,NA,NA,NA,NA,NA,509.3478261,0,0,NA,3,NA,NA,1,NA,NA,NA,1,4,NA,NA,NA,3,1,NA,NA,2,4,4809,2,39,4410,9,9,1,4795,4410,39,0,4304,0
28/10/22,pl00004a3bdf,United States,TCL,1,10,NA,NA,NA,NA,NA,NA,NA,345.5555556,22,4,NA,13,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,3,5280,3,26,11934,11,11,3,5280,11934,26,0,11,0
26/10/22,pl00ad2cf633,United States,NA,0,8,NA,NA,NA,1,NA,NA,NA,264.1702128,15,3,NA,7,1,1,2,1,NA,NA,NA,6,NA,1,NA,NA,1,NA,NA,2,3,5516,3,5,6150,32,32,3,5516,6150,5,0,161,0
25/10/22,pl00f9f0eff9,Indonesia,Xiaomi,0,12,NA,NA,NA,NA,NA,NA,NA,205.125,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,594,4,1,80,3,2,1,175,80,1,0,175,0
30/10/22,pl00f51a84cf,Thailand,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,8,204.260274,14,0,NA,27,NA,NA,2,NA,NA,NA,1,10,1,6,NA,2,1,NA,NA,2,4,9206,7,258,31380,19,19,4,7698,23850,237,0.99,1036,0.99
16/10/22,pl004533555c,Malaysia,NA,0,10,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236,0
04/10/22,pl00e70dd63f,India,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,380.1,10,3,NA,4,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,2,3,5319,5,152,19127,14,3,3,840,80,9,0,54,0
30/10/22,pl00093b7635,United Kingdom,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,664.1666667,1,0,NA,4,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,5954,3,128,9950,15,5,1,880,80,0,0,726,0
10/10/22,pl008289c31f,India,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,69.11111111,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,252,2,0,0,2,1,1,125,0,0,0,125,0
02/10/22,pl00bbde9800,Brazil,NA,0,12,NA,NA,NA,NA,NA,NA,NA,365.2222222,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
12/10/22,pl00c0758030,Brazil,motorola,0,10,NA,NA,NA,NA,NA,NA,NA,284.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
14/10/22,pl005cdb9845,Malta,samsung,1,12,1,5,1,2,1,NA,45,873.5609756,10,3,NA,10,2,4,5,8,NA,NA,1,21,NA,50,NA,10,1,1,1,3,5,16872,16,171,38832,21,10,1,2246,4748,31,0,682,0
27/10/22,pl00aa8c4487,Germany,HUAWEI,1,10,NA,NA,1,NA,NA,NA,2,244.2469136,21,4,NA,47,NA,1,3,NA,NA,NA,1,12,NA,5,21,7,1,1,NA,2,4,8241,5,114,18485,14,9,2,2842,4445,23,0,1471,4.99
28/10/22,pl0000d56081,Philippines,realme,0,10,NA,NA,NA,NA,NA,NA,1,205.137931,21,0,NA,33,NA,NA,1,NA,NA,NA,1,4,NA,NA,NA,3,4,1,NA,1,4,910,5,0,80,3,NA,NA,NA,NA,NA,NA,36,0
31/10/22,pl00b956bdea,Poland,HUAWEI,1,10,1,4,1,1,NA,NA,21,227.1436782,23,3,NA,76,NA,2,4,2,NA,1,1,26,NA,40,1,14,1,1,1,2,4,8381,10,106,19170,16,12,4,5589,15810,106,0,449,0
26/10/22,pl00b915808a,United States,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
30/10/22,pl00cf1042ef,France,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,333.2857143,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1363,2,10,4410,7,3,1,239,80,4,0,239,0
22/10/22,pl00c8e0f975,Ireland,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,467.7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,0
29/10/22,pl001d2ec348,India,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,98.5,10,6,NA,48,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,4,7288,6,135,15631,13,13,5,6620,15631,75,0,22,0
03/10/22,pl000161607f,Brunei,realme,0,10,NA,NA,NA,NA,NA,NA,NA,205.8225806,13,1,NA,6,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,3,10230,6,153,17031,15,NA,NA,NA,NA,NA,NA,3,0
14/10/22,pl0039956d98,Romania,OPPO,1,10,2,7,NA,1,NA,NA,25,314.4385027,2,1,NA,103,1,2,5,NA,NA,NA,1,8,NA,11,NA,6,1,NA,NA,3,6,9273,7,116,20546,16,13,1,3629,12865,1,0,256,0
30/10/22,pl00a40db87a,United Kingdom,samsung,0,10,NA,NA,1,NA,NA,NA,21,606.4032258,20,6,NA,9,NA,NA,2,5,NA,NA,2,9,NA,2,3,3,11,NA,NA,1,2,10661,3,164,20179,15,15,2,9462,19249,159,0,586,0
12/10/22,pl0042cac35b,Netherlands,samsung,1,12,7,9,1,2,3,NA,37,613.6956522,10,3,NA,8,2,5,6,10,NA,NA,1,29,NA,81,NA,1,1,2,2,3,6,605,2,9,2080,4,4,2,605,2080,9,0,502,0
24/10/22,pl00ee2a7b15,Australia,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,687.0588235,11,1,NA,5,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,3,5405,2,3,13120,13,13,1,5405,7520,3,0,670,0
06/10/22,pl0021e0c003,India,OnePlus,1,12,NA,NA,NA,NA,NA,NA,NA,78.29230769,NA,NA,NA,28,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
10/10/22,pl00db837186,India,vivo,0,12,NA,NA,NA,NA,NA,NA,1,241.6516854,14,1,NA,24,NA,NA,1,NA,NA,NA,1,4,NA,NA,NA,NA,1,NA,NA,3,4,17204,7,214,26190,20,19,3,14087,26190,214,0,8,0
26/10/22,pl00bc3a093b,Syria,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,131,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2,1,116,0,0,0,116,0
29/10/22,pl007a76f668,Lithuania,samsung,0,12,NA,NA,1,NA,NA,NA,7,453.1166667,16,6,NA,12,NA,2,4,4,NA,NA,1,14,NA,14,NA,3,1,NA,NA,2,4,6969,6,131,14024,15,14,3,5566,13384,101,0,1962,0
10/10/22,pl004b8ee10e,India,vivo,1,10,63,46,1,1,3,NA,154,251.6278714,15,5,5,762,2,4,5,21,NA,27,8,65,1,148,NA,15,18,2,26,4,7,7631,15,16,17405,20,19,9,4373,9755,9,0,60,0
13/10/22,pl003c528bbf,Hong Kong,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,217.4444444,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,NA,1,2,NA,NA,NA,NA,NA,3,1,613,80,4,0,2,0
24/10/22,pl004f7869e2,Maldives,Xiaomi,0,12,NA,NA,NA,NA,NA,NA,NA,195.8947368,9,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,4,1348,2,50,4410,8,8,1,1204,4410,46,0,869,0
28/10/22,pl0058e3b0c1,Philippines,HUAWEI,1,12,1,4,NA,NA,NA,NA,28,268.4174312,23,5,NA,86,NA,NA,4,2,NA,NA,1,19,NA,NA,NA,5,5,1,1,2,4,9600,12,52,19604,16,12,8,6254,7054,29,0,188,0
29/10/22,pl00db764bea,Indonesia,Xiaomi,0,10,1,2,NA,NA,NA,NA,24,434.625,14,0,NA,32,NA,NA,4,NA,NA,NA,1,11,NA,NA,5,4,2,1,1,2,4,5660,6,50,16190,13,11,5,3116,10160,6,0,20,0
27/10/22,pl0023118390,Brazil,NA,0,12,NA,4,1,1,2,NA,26,219.1411765,15,0,NA,148,NA,2,4,4,NA,NA,2,10,NA,34,NA,6,3,NA,NA,2,5,868,6,6,2080,4,1,1,19,0,0,0,19,0
02/10/22,pl00673f6ca1,United States,motorola,0,10,NA,NA,NA,NA,NA,NA,NA,81.66666667,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,354,3,7,80,3,3,2,312,80,7,0,9,0
10/10/22,pl0003b3819b,India,Xiaomi,1,12,NA,NA,NA,NA,NA,NA,NA,76.09090909,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,612,3,4,80,2,2,2,590,80,4,0,41,0
04/10/22,pl00eceb092e,United Kingdom,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,524,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1576,2,38,4420,8,5,1,875,2080,20,0,875,0
20/10/22,pl006bc3e024,United States,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,411.3636364,16,4,NA,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,3,4,8050,2,197,19400,12,12,1,8000,16400,197,2.99,1370,2.99
28/10/22,pl00ad686cd0,Brazil,NA,0,10,NA,4,1,2,1,NA,38,669.6615385,23,6,NA,9,1,2,3,NA,NA,NA,1,15,NA,15,NA,10,4,NA,NA,2,4,10420,9,187,27730,19,15,5,6648,18480,135,0,75,0
26/10/22,pl00d5f6bfd5,Philippines,Lenovo,0,10,NA,5,NA,NA,NA,NA,21,281.9504505,20,5,NA,98,NA,NA,5,12,NA,NA,1,22,NA,NA,2,6,1,1,NA,2,4,13130,7,137,32740,19,6,3,1374,2160,27,0,35,0
30/10/22,pl00e7b8a024,Philippines,INFINIX MOBILITY LIMITED,1,10,NA,4,NA,NA,NA,NA,21,770.0348837,22,1,NA,1,NA,NA,4,1,NA,NA,1,8,NA,NA,NA,11,1,NA,NA,2,4,NA,NA,NA,NA,NA,3,1,465,80,0,0,465,0
19/10/22,pl00c596df4c,Costa Rica,HUAWEI,1,12,NA,NA,NA,NA,NA,NA,NA,226.6551724,16,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,1,NA,1,NA,NA,3,4,1850,4,1,2080,5,5,3,1753,2080,1,0,1282,0
28/10/22,pl00e5e131ad,United States,motorola,0,10,NA,NA,NA,NA,NA,NA,5,1021.5,4,5,NA,6,NA,NA,1,NA,NA,NA,1,3,NA,NA,2,3,1,NA,NA,2,4,4184,2,61,10208,12,12,2,4184,9848,58,0,479,0
13/10/22,pl00a280764b,United States,TCL,0,12,1,6,NA,NA,NA,NA,20,559.1351351,13,5,NA,17,NA,NA,4,14,NA,NA,1,26,NA,NA,NA,NA,1,1,1,3,6,8784,6,106,9688,11,10,2,3580,4506,56,0,681,0
09/10/22,pl00f7b0c2fd,United Kingdom,samsung,0,12,6,3,1,NA,NA,NA,19,775.6330275,9,6,NA,22,3,2,2,NA,NA,NA,1,14,NA,10,1,6,1,2,2,3,5,16806,8,409,43287,22,8,2,2325,4410,52,0,1846,0
12/10/22,pl009b1e2bbd,Philippines,vivo,0,12,NA,NA,NA,NA,NA,NA,NA,109.75,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,0
08/10/22,pl0027a87b4a,United States,samsung,1,10,30,18,1,3,3,NA,58,493.82,4,1,1,80,2,5,8,25,NA,1,4,44,8,135,NA,4,17,2,5,4,7,849,2,0,11090,40,40,1,625,1800,0,0,501,0
16/10/22,pl00ec81bdac,United States,BLU,0,12,NA,NA,NA,NA,NA,NA,NA,439,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,315,1,0,0,6,6,1,315,0,0,0,9,0
23/10/22,pl008be5216a,Nepal,samsung,0,10,9,9,NA,1,1,NA,18,483.5430712,3,6,NA,25,1,3,2,3,NA,NA,1,14,NA,9,NA,3,1,NA,1,3,4,NA,NA,NA,NA,NA,17,1,11738,20256,97,0,1861,0
11/10/22,pl005b788577,Switzerland,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,393.1481481,19,2,NA,2,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,3,4,2207,3,14,5640,8,8,1,2013,5640,14,0,885,0
08/10/22,pl00e007b28c,Hungary,samsung,0,12,NA,NA,NA,NA,NA,NA,1,896.7826087,4,0,NA,4,NA,NA,4,NA,NA,NA,1,6,NA,NA,1,3,1,1,NA,2,4,4055,3,6,5247,11,4,2,1020,2080,0,0,689,0
11/10/22,pl00e097f204,Italy,TCL,1,10,NA,NA,NA,NA,NA,NA,NA,512.0909091,20,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,1,4616,3,93,13216,12,11,2,4446,7116,84,0,781,0
12/10/22,pl00a7e74d1a,Iran,NA,0,12,NA,NA,NA,NA,NA,NA,NA,582.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,0
10/10/22,pl00e4fcaf7c,United Kingdom,HONOR,0,12,NA,NA,NA,NA,NA,NA,4,407.9642857,16,0,NA,30,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,7,2,2,NA,2,2,7128,4,84,10846,14,12,2,4767,7106,24,0,2,0
23/10/22,pl003ca2e45c,Germany,samsung,0,12,NA,NA,1,NA,NA,NA,1,654.2,22,0,NA,10,NA,NA,1,NA,NA,NA,1,2,NA,5,NA,1,1,1,NA,2,2,9996,4,128,21125,18,18,3,9319,21015,124,0,1425,0
02/10/22,pl009b557df0,United States,HMD Global,1,10,NA,NA,NA,NA,NA,NA,NA,1116.285714,17,0,NA,8,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,3,5,10214,2,7,5910,10,10,2,10214,5910,7,0,5013,0
14/10/22,pl006fc1de32,France,OPPO,1,10,NA,NA,NA,NA,NA,NA,NA,192.6363636,9,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1782,4,9,4330,8,4,1,716,80,6,0,716,0
13/10/22,pl0073d3876d,United Kingdom,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,359.3333333,20,1,NA,19,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,8,1,2920,4440,0,0,97,0
08/10/22,pl0028bf670e,Pakistan,OPPO,0,10,2,NA,1,2,1,NA,7,184.7901235,11,5,NA,56,NA,2,4,1,NA,NA,1,16,NA,13,2,6,1,2,1,3,5,290,3,5,80,2,2,3,290,80,5,0,51,0
03/10/22,pl00d9685931,Germany,samsung,0,12,5,15,NA,2,2,NA,104,314.7013274,19,1,1,132,2,3,3,30,NA,3,1,34,1,123,NA,7,1,1,2,4,8,22646,16,155,29085,24,15,2,6785,15981,119,0,161,0
22/10/22,pl00f3479f38,Philippines,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,197.9545455,13,6,NA,14,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,2,3,4119,4,89,6510,10,8,2,2784,4410,67,0,525,0
14/10/22,pl00d62a85a0,Uzbekistan,TECNO MOBILE LIMITED,0,12,NA,NA,NA,NA,NA,NA,NA,164.6,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1350,3,20,2080,5,5,2,1067,2080,15,0,264,0
30/10/22,pl0076981d9a,India,OPPO,0,12,NA,NA,NA,NA,NA,NA,NA,410.7142857,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,0
26/10/22,pl0087e2a02f,Turkey,Xiaomi,1,12,NA,NA,NA,NA,NA,NA,NA,36.22641509,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,630,4,1,80,2,1,1,15,0,0,0,15,0
28/10/22,pl0067b05aba,Indonesia,NA,0,10,1,3,NA,2,1,NA,13,442.9823009,10,0,NA,6,NA,3,3,4,NA,NA,1,21,NA,33,1,1,1,1,1,1,2,10753,14,150,29100,19,9,2,2111,4410,29,3.99,17,0
12/10/22,pl00a99c9ce3,Czechia,NA,0,8,NA,NA,NA,NA,NA,NA,NA,294.5,2,6,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,9,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,50,0,0,0,0,0,405,0
29/10/22,pl0034a350cc,Indonesia,OPPO,0,12,NA,NA,NA,NA,NA,NA,20,602.6428571,0,6,NA,9,1,1,2,NA,NA,NA,NA,6,NA,1,NA,NA,1,1,NA,1,2,11098,5,130,29020,18,14,2,6005,14950,76,0,13,0.92
03/10/22,pl00944e0db6,Brazil,motorola,1,10,6,12,1,3,4,NA,94,681.6595745,20,3,1,21,2,5,6,20,NA,NA,1,35,NA,72,NA,15,1,1,2,3,6,19113,13,219,59782,24,19,9,8539,25998,151,0,1308,0
14/10/22,pl001a0e972e,Malaysia,samsung,1,12,3,4,1,1,1,NA,35,601.25,7,2,NA,7,NA,5,5,NA,1,NA,1,14,NA,59,2,4,1,2,2,3,6,2515,2,58,7025,11,11,2,2515,5525,51,0,793,0
25/10/22,pl00f7dff535,Myanmar,OPPO,1,10,NA,NA,NA,NA,NA,NA,NA,80.57142857,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,69,0,0,0,69,0
31/10/22,pl0040930896,India,NA,0,12,NA,NA,NA,NA,NA,NA,NA,199.4571429,12,1,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,2,2610,5,69,4410,9,9,4,2528,4410,69,0,174,0
05/10/22,pl007630b72e,Philippines,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,331.952381,3,3,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,NA,NA,2,3,5752,3,73,10058,12,8,1,3701,4558,29,0,1044,0
31/10/22,pl00e3c82f3e,Brazil,motorola,1,10,NA,NA,NA,NA,NA,NA,1,720.6521739,20,0,NA,2,NA,NA,4,NA,NA,NA,1,2,NA,10,NA,NA,1,NA,NA,2,4,8231,8,11,9710,12,11,7,5702,9710,11,0,1639,0
09/10/22,pl002eee4f21,United Kingdom,samsung,0,12,4,4,1,3,5,NA,29,316.467128,22,1,NA,113,2,5,8,29,NA,NA,1,44,NA,32,1,NA,2,2,4,4,7,12951,8,218,35781,21,14,1,5647,14690,40,0,695,0
11/10/22,pl009c505381,Germany,samsung,0,10,19,16,1,NA,2,NA,42,560.7533333,7,2,NA,15,1,4,5,9,1,3,1,17,NA,53,NA,NA,1,2,3,4,7,9172,8,36,34870,39,19,6,10580,31176,213,0,1678,0
08/10/22,pl00859ab0b2,Philippines,samsung,0,10,9,4,NA,1,NA,NA,19,212.891251,18,2,1,171,NA,3,4,11,NA,1,1,20,NA,61,NA,12,1,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,0
10/10/22,pl004bc5c0eb,United Kingdom,samsung,0,12,1,2,NA,NA,NA,NA,49,379.8231884,3,0,NA,157,NA,NA,7,18,NA,NA,NA,56,NA,NA,NA,NA,23,NA,1,4,7,6775,2,14,10518,12,12,2,6775,10518,14,0,718,0
21/10/22,pl0027107c33,United Kingdom,samsung,0,12,5,10,NA,NA,NA,NA,47,598.7093023,20,0,NA,6,NA,NA,4,7,NA,NA,1,16,NA,13,NA,1,1,1,2,3,5,244,1,94,5460,32,32,1,244,0,0,0,14,0
17/10/22,pl0082f3e5d7,Cambodia,OPPO,0,12,NA,NA,NA,NA,NA,NA,NA,129.6216216,14,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,10,1,2537,4370,58,0,1459,0
25/10/22,pl00acdd82f7,Spain,samsung,0,10,NA,NA,1,NA,NA,NA,16,436.4181818,12,2,NA,18,NA,NA,2,NA,NA,NA,1,6,NA,5,NA,7,1,NA,NA,3,5,12028,4,63,15120,14,7,1,3408,4360,3,0,54,0
24/10/22,pl00be6e8c34,Germany,Xiaomi,0,10,1,1,NA,NA,NA,NA,NA,278.6444444,23,0,NA,73,NA,2,3,NA,NA,NA,1,12,NA,8,NA,4,1,NA,NA,3,5,6961,7,73,11720,13,NA,NA,NA,NA,NA,NA,93,0
07/10/22,pl00ccdc8476,Thailand,NA,0,10,NA,1,NA,NA,NA,NA,7,190.2156863,6,0,NA,169,NA,NA,1,2,NA,NA,NA,15,NA,NA,1,NA,2,1,NA,1,2,6603,2,33,13387,11,11,1,6141,10387,33,0,11,0
16/10/22,pl002e3da889,United Kingdom,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,353.8,8,2,NA,5,NA,NA,5,NA,NA,NA,1,8,NA,NA,NA,NA,1,NA,NA,3,6,3639,4,18,5998,11,7,2,1767,4370,8,0,222,0
27/10/22,pl00605231a8,Puerto Rico,OnePlus,0,10,NA,1,NA,NA,NA,NA,2,526.6741573,1,6,NA,2,NA,NA,2,NA,NA,NA,1,4,NA,7,2,7,6,1,NA,1,3,9750,13,52,17096,13,13,7,6974,14384,42,0,432,0
31/10/22,pl0059368aeb,Canada,samsung,0,12,1,2,1,1,NA,NA,6,384.68,5,1,NA,12,NA,1,4,3,NA,NA,1,13,NA,2,NA,9,3,1,1,2,4,4469,4,86,10260,11,11,2,3399,4710,46,0,85,0
14/10/22,pl008dd470de,United States,samsung,0,12,11,7,NA,NA,NA,NA,20,352.2384615,23,6,NA,32,NA,NA,7,4,NA,NA,1,23,NA,NA,NA,13,10,2,3,3,6,4526,3,106,13140,13,13,3,4526,13140,106,0,945,0
19/10/22,pl0046a9998c,Fiji,NA,0,10,NA,NA,NA,NA,NA,NA,NA,294.6363636,10,6,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,2,2,1594,2,8,4410,8,7,1,1339,2160,8,0,1339,0
11/10/22,pl00b488eab6,Cameroon,TECNO MOBILE LIMITED,0,10,NA,NA,NA,NA,NA,NA,2,287.3924051,19,1,NA,20,NA,NA,2,NA,NA,NA,1,7,NA,6,1,4,5,NA,NA,2,3,6868,4,45,11510,11,10,2,5620,9910,24,0,3,0
01/10/22,pl0011c7d9eb,Bulgaria,Xiaomi,0,10,15,15,NA,2,1,NA,68,427.8386076,20,1,NA,29,1,2,4,5,NA,4,1,7,NA,8,NA,7,1,1,6,2,4,12417,12,184,42352,21,10,1,2129,6640,52,0,2129,0
09/10/22,pl005.77E+280,Germany,samsung,1,12,1,4,1,2,3,NA,11,351.0464135,10,4,NA,111,2,4,4,6,NA,NA,1,44,NA,2,NA,NA,1,1,NA,4,7,11656,11,165,17403,16,9,2,1863,4410,67,0,1363,0
09/10/22,pl00d1055239,India,OnePlus,0,12,NA,NA,NA,NA,NA,NA,NA,272.5151515,15,5,NA,16,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,2,NA,3,4,2226,2,1,4660,8,8,2,2226,4660,1,0,4,0
14/10/22,pl00de21e21e,Philippines,realme,0,12,12,2,1,3,4,NA,23,302.9375,20,0,NA,100,1,5,6,18,1,NA,1,26,NA,21,NA,12,2,2,4,3,6,2413,3,70,8330,10,9,2,1784,4580,30,0,881,0
21/10/22,pl00c0523efd,Malaysia,Xiaomi,0,10,NA,NA,NA,NA,NA,NA,NA,478.95,12,5,NA,10,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,17,1,7664,18704,212,0,3275,0
29/10/22,pl0041e03c07,United States,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,261.6666667,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3,1550,4,51,4410,9,9,4,1550,4410,51,0,549,0
